ts_from,ts_to,deauth_count,probe_count,beacon_count,eviltwin_max_distinct_bssids,top_sender_deauth,top_sender_probe,top_sender_beacon,top_bssid_deauth_count,top_bssid_deauth_mac,deauth_reason_top,deauth_reason_distinct,top_channel,top_channel_beacon_count,top_channel_deauth_count
1763898582.7569942,1763898583.7569942,0,0,5,0,0,0,2,0,,,0,10,2,0
1763898583.7569942,1763898584.7569942,0,0,5,0,0,0,2,0,,,0,10,2,0
1763898584.7569942,1763898585.7569942,0,0,5,0,0,0,2,0,,,0,10,2,0
1763898585.7569942,1763898586.7569942,0,0,5,0,0,0,2,0,,,0,10,2,0
1763898586.7569942,1763898587.7569942,0,0,6,0,0,0,3,0,,,0,10,3,0
1763898587.7569942,1763898588.7569942,0,0,7,0,0,0,4,0,,,0,10,4,0
1763898588.7569942,1763898589.7569942,0,0,6,0,0,0,4,0,,,0,10,4,0
1763898589.7569942,1763898590.7569942,0,0,6,0,0,0,3,0,,,0,10,5,0
1763898590.7569942,1763898591.7569942,0,0,7,0,0,0,4,0,,,0,10,6,0
1763898591.7569942,1763898592.7569942,0,0,7,0,0,0,4,0,,,0,10,6,0
1763898592.7569942,1763898593.7569942,0,0,9,0,0,0,4,0,,,0,10,8,0
1763898593.7569942,1763898594.7569942,0,0,10,0,0,0,5,0,,,0,10,9,0
1763898594.7569942,1763898595.7569942,0,0,10,0,0,0,5,0,,,0,10,8,0
1763898595.7569942,1763898596.7569942,0,0,10,0,0,0,5,0,,,0,10,8,0
1763898596.7569942,1763898597.7569942,0,0,10,0,0,0,5,0,,,0,10,8,0
1763898597.7569942,1763898598.7569942,0,0,10,0,0,0,5,0,,,0,10,7,0
1763898598.7569942,1763898599.7569942,0,0,10,0,0,0,5,0,,,0,10,5,0
1763898599.7569942,1763898600.7569942,0,0,9,0,0,0,5,0,,,0,10,3,0
1763898600.7569942,1763898601.7569942,0,0,6,0,0,0,3,0,,,0,10,5,0
1763898601.7569942,1763898602.7569942,0,0,7,0,0,0,3,0,,,0,10,6,0
1763898602.7569942,1763898603.7569942,0,0,7,0,0,0,3,0,,,0,10,6,0
1763898603.7569942,1763898604.7569942,0,0,7,0,0,0,3,0,,,0,10,6,0
1763898604.7569942,1763898605.7569942,0,0,8,0,0,0,4,0,,,0,10,7,0
1763898605.7569942,1763898606.7569942,0,0,9,0,0,0,4,0,,,0,10,4,0
1763898606.7569942,1763898607.7569942,0,0,10,0,0,0,4,0,,,0,10,6,0
1763898607.7569942,1763898608.7569942,0,0,11,0,0,0,4,0,,,0,10,7,0
1763898608.7569942,1763898609.7569942,0,0,11,0,0,0,4,0,,,0,10,7,0
1763898609.7569942,1763898610.7569942,0,0,12,0,0,0,4,0,,,0,10,7,0
1763898610.7569942,1763898611.7569942,0,0,11,0,0,0,4,0,,,0,10,3,0
1763898611.7569942,1763898612.7569942,0,0,11,0,0,0,4,0,,,0,10,3,0
1763898612.7569942,1763898613.7569942,0,0,11,0,0,0,4,0,,,0,10,2,0
1763898613.7569942,1763898614.7569942,0,0,8,0,0,0,3,0,,,0,10,3,0
1763898614.7569942,1763898615.7569942,0,0,8,0,0,0,3,0,,,0,10,3,0
1763898615.7569942,1763898616.7569942,0,16,9,0,0,16,3,0,,,0,10,3,0
1763898616.7569942,1763898617.7569942,0,19,10,0,0,19,3,0,,,0,10,5,0
1763898617.7569942,1763898618.7569942,0,19,10,0,0,19,3,0,,,0,10,4,0
1763898618.7569942,1763898619.7569942,0,19,11,0,0,19,4,0,,,0,10,6,0
1763898619.7569942,1763898620.7569942,0,19,11,0,0,19,5,0,,,0,10,6,0
1763898620.7569942,1763898621.7569942,0,19,11,0,0,19,5,0,,,0,10,6,0
1763898621.7569942,1763898622.7569942,0,19,11,0,0,19,5,0,,,0,10,5,0
1763898622.7569942,1763898623.7569942,0,19,13,0,0,19,5,0,,,0,10,7,0
1763898623.7569942,1763898624.7569942,0,19,14,0,0,19,5,0,,,0,10,6,0
1763898624.7569942,1763898625.7569942,0,19,14,0,0,19,5,0,,,0,10,5,0
1763898625.7569942,1763898626.7569942,0,19,15,0,0,19,5,0,,,0,10,6,0
1763898626.7569942,1763898627.7569942,0,19,15,0,0,19,5,0,,,0,10,6,0
1763898627.7569942,1763898628.7569942,0,19,15,0,0,19,5,0,,,0,10,3,0
1763898628.7569942,1763898629.7569942,0,19,15,0,0,19,5,0,,,0,10,3,0
1763898629.7569942,1763898630.7569942,0,19,13,0,0,19,5,0,,,0,10,4,0
1763898630.7569942,1763898631.7569942,0,48,13,0,0,29,5,0,,,0,10,4,0
1763898631.7569942,1763898632.7569942,0,48,14,0,0,29,5,0,,,0,10,6,0
1763898632.7569942,1763898633.7569942,0,48,16,0,0,29,5,0,,,0,10,8,0
1763898633.7569942,1763898634.7569942,0,49,16,0,0,29,5,0,,,0,10,8,0
1763898634.7569942,1763898635.7569942,0,56,16,0,0,29,5,0,,,0,10,6,0
1763898635.7569942,1763898636.7569942,0,61,15,0,0,29,5,0,,,0,10,6,0
1763898636.7569942,1763898637.7569942,0,61,15,0,0,29,5,0,,,0,10,5,0
1763898637.7569942,1763898638.7569942,0,61,15,0,0,29,5,0,,,0,10,3,0
1763898638.7569942,1763898639.7569942,0,61,15,0,0,29,5,0,,,0,10,3,0
1763898639.7569942,1763898640.7569942,0,61,15,0,0,29,5,0,,,0,10,3,0
1763898640.7569942,1763898641.7569942,0,61,11,0,0,29,3,0,,,0,10,4,0
1763898641.7569942,1763898642.7569942,0,61,11,0,0,29,3,0,,,0,10,4,0
1763898642.7569942,1763898643.7569942,0,61,11,0,0,29,3,0,,,0,10,4,0
1763898643.7569942,1763898644.7569942,0,61,12,0,0,29,3,0,,,0,10,5,0
1763898644.7569942,1763898645.7569942,0,61,13,0,0,29,3,0,,,0,10,6,0
1763898678.8478966,1763898679.8478966,0,0,2,0,0,0,2,0,,,0,10,2,0
1763898679.8478966,1763898680.8478966,0,0,4,0,0,0,2,0,,,0,10,4,0
1763898680.8478966,1763898681.8478966,0,0,5,0,0,0,3,0,,,0,10,5,0
1763898681.8478966,1763898682.8478966,0,0,5,0,0,0,3,0,,,0,10,5,0
1763898682.8478966,1763898683.8478966,0,0,9,0,0,0,5,0,,,0,10,9,0
1763898683.8478966,1763898684.8478966,0,0,11,0,0,0,6,0,,,0,10,11,0
1763898684.8478966,1763898685.8478966,0,0,14,0,0,0,9,0,,,0,10,14,0
1763898685.8478966,1763898686.8478966,0,0,14,0,0,0,9,0,,,0,10,14,0
1763898686.8478966,1763898687.8478966,0,0,15,0,0,0,10,0,,,0,10,14,0
1763898687.8478966,1763898688.8478966,0,0,14,0,0,0,10,0,,,0,10,12,0
1763898688.8478966,1763898689.8478966,0,0,14,0,0,0,10,0,,,0,10,11,0
1763898689.8478966,1763898690.8478966,0,1,11,0,0,1,7,0,,,0,10,8,0
1763898690.8478966,1763898691.8478966,0,1,11,0,0,1,7,0,,,0,10,7,0
1763898691.8478966,1763898692.8478966,0,1,9,0,0,1,5,0,,,0,10,9,0
1763898692.8478966,1763898693.8478966,0,3,7,0,0,2,4,0,,,0,10,6,0
1763898693.8478966,1763898694.8478966,0,3,7,0,0,2,4,0,,,0,10,5,0
1763898694.8478966,1763898695.8478966,0,3,5,0,0,2,3,0,,,0,10,4,0
1763898695.8478966,1763898696.8478966,0,3,5,0,0,2,3,0,,,0,10,4,0
1763898696.8478966,1763898697.8478966,0,3,6,0,0,2,3,0,,,0,10,3,0
1763898697.8478966,1763898698.8478966,0,3,6,0,0,2,3,0,,,0,10,3,0
1763898698.8478966,1763898699.8478966,0,3,7,0,0,2,4,0,,,0,10,4,0
1763898699.8478966,1763898700.8478966,0,3,9,0,0,2,5,0,,,0,10,6,0
1763898700.8478966,1763898701.8478966,0,3,9,0,0,2,5,0,,,0,10,6,0
1763898701.8478966,1763898702.8478966,0,3,9,0,0,2,5,0,,,0,10,6,0
1763898702.8478966,1763898703.8478966,0,3,9,0,0,2,5,0,,,0,10,6,0
1763898703.8478966,1763898704.8478966,0,3,8,0,0,2,5,0,,,0,10,7,0
1763898704.8478966,1763898705.8478966,0,6,8,0,0,2,5,0,,,0,10,7,0
1763898705.8478966,1763898706.8478966,0,15,8,0,0,11,5,0,,,0,10,6,0
1763898706.8478966,1763898707.8478966,0,15,8,0,0,11,5,0,,,0,10,5,0
1763898707.8478966,1763898708.8478966,0,15,6,0,0,11,3,0,,,0,10,5,0
1763898708.8478966,1763898709.8478966,0,15,6,0,0,11,3,0,,,0,10,3,0
1763898709.8478966,1763898710.8478966,0,15,6,0,0,11,3,0,,,0,10,3,0
1763898710.8478966,1763898711.8478966,0,15,6,0,0,11,3,0,,,0,10,3,0
1763898711.8478966,1763898712.8478966,0,15,6,0,0,11,3,0,,,0,10,3,0
1763898712.8478966,1763898713.8478966,0,15,5,0,0,11,3,0,,,0,10,4,0
1763898713.8478966,1763898714.8478966,0,15,8,0,0,11,4,0,,,0,10,7,0
1763898714.8478966,1763898715.8478966,0,15,9,0,0,11,5,0,,,0,10,8,0
1763898715.8478966,1763898716.8478966,0,15,11,0,0,11,6,0,,,0,10,10,0
1763898716.8478966,1763898717.8478966,0,15,11,0,0,11,6,0,,,0,10,10,0
1763898717.8478966,1763898718.8478966,0,15,13,0,0,11,8,0,,,0,10,12,0
1763898718.8478966,1763898719.8478966,0,15,10,0,0,11,5,0,,,0,10,8,0
1763898719.8478966,1763898720.8478966,0,15,12,0,0,11,7,0,,,0,10,9,0
1763898720.8478966,1763898721.8478966,0,15,14,0,0,11,9,0,,,0,10,10,0
1763898721.8478966,1763898722.8478966,0,15,13,0,0,11,10,0,,,0,10,12,0
1763898722.8478966,1763898723.8478966,0,15,14,0,0,11,11,0,,,0,10,12,0
1763898723.8478966,1763898724.8478966,0,17,17,0,0,11,11,0,,,0,10,14,0
1763898724.8478966,1763898725.8478966,0,17,19,0,0,11,11,0,,,0,10,11,0
1763898725.8478966,1763898726.8478966,0,17,19,0,0,11,11,0,,,0,10,9,0
1763898726.8478966,1763898727.8478966,0,17,12,0,0,11,4,0,,,0,10,11,0
1763898727.8478966,1763898728.8478966,0,17,13,0,0,11,5,0,,,0,10,10,0
1763898728.8478966,1763898729.8478966,0,17,13,0,0,11,5,0,,,0,10,8,0
1763898729.8478966,1763898730.8478966,0,17,13,0,0,11,7,0,,,0,10,12,0
1763898730.8478966,1763898731.8478966,0,17,17,0,0,11,11,0,,,0,10,16,0
1763898731.8478966,1763898732.8478966,0,17,17,0,0,11,11,0,,,0,10,16,0
1763898732.8478966,1763898733.8478966,0,17,18,0,0,11,11,0,,,0,10,17,0
1763898733.8478966,1763898734.8478966,0,17,18,0,0,11,11,0,,,0,10,17,0
1763898734.8478966,1763898735.8478966,0,17,17,0,0,11,10,0,,,0,10,14,0
1763898735.8478966,1763898736.8478966,0,17,16,0,0,11,10,0,,,0,10,11,0
1763898736.8478966,1763898737.8478966,0,18,12,0,0,11,6,0,,,0,10,9,0
1763898737.8478966,1763898738.8478966,0,18,15,0,0,11,9,0,,,0,10,11,0
1763898738.8478966,1763898739.8478966,0,18,16,0,0,11,12,0,,,0,10,14,0
1763898739.8478966,1763898740.8478966,0,18,18,0,0,11,12,0,,,0,10,16,0
1763898740.8478966,1763898741.8478966,0,18,21,0,0,11,15,0,,,0,10,18,0
1763898741.8478966,1763898742.8478966,0,18,23,0,0,11,17,0,,,0,10,20,0
1763898742.8478966,1763898743.8478966,0,18,22,0,0,11,16,0,,,0,10,19,0
1763898743.8478966,1763898744.8478966,0,19,18,0,0,11,12,0,,,0,10,12,0
1763898744.8478966,1763898745.8478966,0,19,18,0,0,11,12,0,,,0,10,12,0
1763898745.8478966,1763898746.8478966,0,19,20,0,0,11,14,0,,,0,10,14,0
1763898746.8478966,1763898747.8478966,0,19,18,0,0,11,12,0,,,0,10,12,0
1763898747.8478966,1763898748.8478966,0,19,19,0,0,11,13,0,,,0,10,13,0
1763898748.8478966,1763898749.8478966,0,19,21,0,0,11,15,0,,,0,10,15,0
1763898749.8478966,1763898750.8478966,0,20,29,0,0,11,23,0,,,0,10,23,0
1763898750.8478966,1763898751.8478966,0,20,28,0,0,11,22,0,,,0,10,22,0
1763898751.8478966,1763898752.8478966,0,21,25,0,0,11,20,0,,,0,10,21,0
1763898752.8478966,1763898753.8478966,0,21,23,0,0,11,18,0,,,0,10,19,0
1763898753.8478966,1763898754.8478966,0,21,24,0,0,11,18,0,,,0,10,21,0
1763898754.8478966,1763898755.8478966,0,21,19,0,0,11,13,0,,,0,10,16,0
1763898755.8478966,1763898756.8478966,0,21,20,0,0,11,13,0,,,0,10,16,0
1763898756.8478966,1763898757.8478966,0,21,21,0,0,11,15,0,,,0,10,18,0
1763898757.8478966,1763898758.8478966,0,21,21,0,0,11,14,0,,,0,10,19,0
1763898758.8478966,1763898759.8478966,0,21,18,0,0,11,11,0,,,0,10,14,0
1763898759.8478966,1763898760.8478966,0,21,17,0,0,11,10,0,,,0,10,12,0
1763898760.8478966,1763898761.8478966,0,21,18,0,0,11,11,0,,,0,10,13,0
1763898761.8478966,1763898762.8478966,0,21,18,0,0,11,11,0,,,0,10,13,0
1763898762.8478966,1763898763.8478966,0,21,20,0,0,11,13,0,,,0,10,13,0
1763898763.8478966,1763898764.8478966,0,21,21,0,0,11,14,0,,,0,10,14,0
1763898764.8478966,1763898765.8478966,0,21,19,0,0,11,14,0,,,0,10,13,0
1763898765.8478966,1763898766.8478966,0,21,18,0,0,11,13,0,,,0,10,15,0
1763898766.8478966,1763898767.8478966,0,21,16,0,0,11,11,0,,,0,10,13,0
1763898767.8478966,1763898768.8478966,0,21,16,0,0,11,11,0,,,0,10,13,0
1763898768.8478966,1763898769.8478966,0,21,16,0,0,11,11,0,,,0,10,13,0
1763898769.8478966,1763898770.8478966,0,21,20,0,0,11,15,0,,,0,10,15,0
1763898770.8478966,1763898771.8478966,0,21,23,0,0,11,18,0,,,0,10,18,0
1763898771.8478966,1763898772.8478966,0,22,27,0,0,11,22,0,,,0,10,22,0
1763898772.8478966,1763898773.8478966,0,26,26,0,0,11,21,0,,,0,10,21,0
1763898773.8478966,1763898774.8478966,0,26,25,0,0,11,20,0,,,0,10,21,0
1763898774.8478966,1763898775.8478966,0,26,22,0,0,11,17,0,,,0,10,18,0
1763898775.8478966,1763898776.8478966,0,26,11,0,0,11,6,0,,,0,10,7,0
1763898776.8478966,1763898777.8478966,0,26,11,0,0,11,6,0,,,0,10,7,0
1763898777.8478966,1763898778.8478966,0,27,12,0,0,11,7,0,,,0,10,8,0
1763898778.8478966,1763898779.8478966,0,27,12,0,0,11,7,0,,,0,10,5,0
1763898779.8478966,1763898780.8478966,0,27,12,0,0,11,7,0,,,0,10,5,0
1763898780.8478966,1763898781.8478966,0,27,12,0,0,11,7,0,,,0,10,2,0
1763898781.8478966,1763898782.8478966,0,27,12,0,0,11,7,0,,,0,10,2,0
1763898782.8478966,1763898783.8478966,0,27,12,0,0,11,7,0,,,0,,0,0
1763898783.8478966,1763898784.8478966,0,30,9,0,0,11,4,0,,,0,10,4,0
1763898784.8478966,1763898785.8478966,0,30,9,0,0,11,4,0,,,0,10,4,0
1763898785.8478966,1763898786.8478966,0,30,9,0,0,11,4,0,,,0,10,4,0
1763898786.8478966,1763898787.8478966,0,30,9,0,0,11,4,0,,,0,10,4,0
1763898787.8478966,1763898788.8478966,0,30,9,0,0,11,4,0,,,0,10,4,0
1763898788.8478966,1763898789.8478966,0,30,9,0,0,11,4,0,,,0,10,1,0
